country,indicator,percent,ageRange,definition,surveyYear,published,method,scope,confidence,limits,sourceName,sourceUrl
LBY,ipv-lifetime,22,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
LKA,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
LSO,ipv-lifetime,32,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
LTU,ipv-lifetime,16,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
LUX,ipv-lifetime,12,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
LVA,ipv-lifetime,17,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MAR,ipv-lifetime,21,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MDA,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MDG,ipv-lifetime,32,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MDV,ipv-lifetime,16,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MEX,ipv-lifetime,23,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MKD,ipv-lifetime,12,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MLI,ipv-lifetime,33,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MLT,ipv-lifetime,11,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MMR,ipv-lifetime,17,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MNE,ipv-lifetime,12,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MNG,ipv-lifetime,21,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MOZ,ipv-lifetime,30,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MRT,ipv-lifetime,22,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MUS,ipv-lifetime,21,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MWI,ipv-lifetime,34,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
MYS,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
NAM,ipv-lifetime,27,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
NER,ipv-lifetime,26,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
NGA,ipv-lifetime,24,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
NIC,ipv-lifetime,21,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
NLD,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
NOR,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
NPL,ipv-lifetime,23,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
NZL,ipv-lifetime,24,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
OMN,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PAK,ipv-lifetime,26,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PAN,ipv-lifetime,17,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PER,ipv-lifetime,32,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PHL,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PNG,ipv-lifetime,51,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
POL,ipv-lifetime,12,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PRK,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PRT,ipv-lifetime,13,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PRY,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
PSE,ipv-lifetime,25,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
QAT,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
ROU,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
RUS,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
